cd_UGestora,nu_Licitacao,tp_Licitacao,dt_Ano,dt_Homologacao,de_Obs,vl_Licitacao,nu_Propostas,dt_MesAno
201079,000022016,11,2016,2016-03-07 00:00:00,"AQUISICAO DE CARNES, FRANGOS, OVOS DE GALINHA, PEIXES E FRIOS DIVERSOS",134253,1,122016
201079,000032016,2,2016,2016-11-03 00:00:00,"CONTRATACAO DE EMPRESA ESPECIALIZADA EM CONSTRUCAO CIVIL, NA EXECUCAO DOS SERVICOS DE CONCLUSAO DE PAVIMENTACAO EM PARAL",196607.9,1,112016
201079,000032016,8,2016,2016-09-16 00:00:00,CONTRATACAO DE EMPRESA PARA EXECUCAO DOS SERVICOS ESPECIALIZADOS EM EXAMES POR IMAGEM (MAMOGRAFIA BILATERAL E UNILATERAL,29700,1,092016
201079,000042016,11,2016,2016-03-07 00:00:00,"AQUISICAO PARCELADA DE MATERIAIS DE LIMPEZA DIVERSOS, DESTINADOS A MANUTENCAO DAS DIVERSAS ESCOLAS E SECRETARIAS PERTENC",107820.5,3,122016
201079,000072016,11,2016,2016-03-28 00:00:00,"AQUISICAO DE MATERIAIS DE EXPEDIENTES DIVERSOS, COM ENTREGA PARCELADA, DESTINADOS AS DEMANDAS OPERACIONAIS DESTE MUNICIP",114702.22,1,122016
201079,000082016,11,2016,2016-04-01 00:00:00,"AQUISICAO PARCELADA DE EQUIPAMENTOS, SUPRIMENTOS E ACESSORIOS DE INFORMATICA DIVERSOS, DESTINADOS A MANUTENCAO DAS DIVER",204605.5,1,122016
201079,000102016,11,2016,2016-04-11 00:00:00,"FORNECIMENTO DE REFEICOES - TIPO QUENTINHA, MEDIANTE SOLICITACAO PERIODICA E/OU DIARIA, EM ATENDIMENTO AS DEMANDAS OPERA",81000,1,122016
201079,000122016,11,2016,2016-05-12 00:00:00,"AQUISICAO PARCELADA DE MEDICAMENTOS PADRONIZADOS DIVERSOS, DESTINADOS AS DEMANDAS OPERACIONAIS DESTE MUNICIPIO",437460,1,052016
201079,000132016,11,2016,2016-05-12 00:00:00,"AQUISICAO PARCELADA DE MEDICAMENTOS PSICOTROPICOS DIVERSOS, DESTINADOS AS DEMANDAS OPERACIONAIS DESTE MUNICIPIO",199953,1,052016
201079,000142016,11,2016,2016-05-04 00:00:00,"AQUISICAO PARCELADA DE GAS GPL - BOTIJOES DE 13 KG E VASILHAME DE 13 KG, CONFORME NECESSIDADE DAS ESCOLAS E SECRETARIAS ",81000,1,052016
201079,000162016,11,2016,2016-06-10 00:00:00,"LOCACAO DE UM VEICULO TIPO CAMINHAO COM CARROCERIA ABERTA COM CAPACIDADE DE NO MINIMO 07 TONELADAS, DESTINADOS AOS SERVI",36400,1,062016
201079,000172016,11,2016,2016-06-10 00:00:00,"AQUISICAO PARCELADO DE MEDICAMENTOS DE A A Z DA LINHA FARMA, ATRAVES DE OFERTA DE MAIOR PORCENTAGEM DE DESCONTO SOBRE A ",162080,1,062016
201079,000182016,11,2016,2016-06-06 00:00:00,"AQUISICAO PARCELADA DE COMBUSTIVEIS, LUBRIFICANTES E FILTROS DIVERSOS, MEDIANTE REQUISICAO DIARIA E/OU PERIODICA, DESTIN",617945,1,062016
201079,000202016,11,2016,2016-07-13 00:00:00,"AQUISICAO PARCELADA DE MATERIAIS MEDICOS HOSPITALARES DIVERSOS, DESTINADOS AS DEMANDAS OPERACONAIS DESTE MUNICIPIO",86135,4,072016
201079,000212016,11,2016,2016-07-07 00:00:00,"AQUISICAO PARCELADA DE MATERIAIS ELETRICOS DIVESOS, DESTINADOS AS DEMANDAS OPERACIONAIS DESTE MUNICIPIO",46739.1,1,072016
201079,000222016,11,2016,2016-08-02 00:00:00,"AQUISICAO PARCELADA DE MATERIAIS DE CONSTRUCOES DIVERSOS, COM ENTREGA NOS LOCAIS DE EXECUCAO DOS SERVICOS, PODENDO ACONT",91701,1,082016
201079,000232016,11,2016,2016-09-01 00:00:00,"AQUISICAO PARCELADA DE CAMISAS, ACESSORIOS E OUTROS MATERIAIS ESPORTIVOS DIVERSOS, DESTINADOS AOS TRABALHOS DESTE MUNICI",40254,1,092016
201080,000002016,7,2016,2016-02-05 00:00:00,"CONTRATACAO DE EMPRESA PARA ELABORACAO DE PROJETO BASICO DE ENGENHARIA COMPOSICAO (LEVANTAMENTO PLANIALTIMETRICO, MEMORI",6000,1,022016
201080,000012016,2,2016,2016-07-18 00:00:00,CONTRATACAO DE EMPRESA DE CONSTRUCAO CIVIL PARA  EXECUCAO DE REFORMA E MANUTENCAO DA ESCOLA MUNICIPAL DE ENSINO FUNDAMEN,124374.99,1,082016
201080,000022016,7,2016,2016-02-05 00:00:00,"CONTRATACAO DE EMPRESA PARA ELABORACAO DE PROJETO BASICO DE ENGENHARIA COMPOSICAO (LEVANTAMENTO PLANIALTIMETRICO, MEMORI",6500,1,022016
201080,000032016,2,2016,2016-11-16 00:00:00,"CONTRATACAO DE EMPRESA DE CONSTRUCAO CIVIL PARA EXECUCAO DE REFORMA DO  ESTADIO MUNICIPAL DE FUTEBOL  ""O RONALDAO""",318632.82,1,112016
201080,000032016,7,2016,2016-02-05 00:00:00,"CONTRATACAO DE VEICULO (CARRO PIPA) PARA O FORNECIMENTO DE AGUA POTAVEL POR CARRADA, PARA CONSUMO HUMANO E ABSTECIMENTO ",21000,1,022016
201080,000042016,7,2016,2016-02-17 00:00:00,"CONTRATACAO DE VEICULO (CARRO PIPA) PARA O FORNECIMENTO DE AGUA POTAVEL POR CARRADA, PARA CONSUMO HUMANO E ABSTECIMENTO ",21000,1,022016
201080,000202016,11,2016,2016-04-29 00:00:00,CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE ARTIGOS FUNERARIOS DESTINADOS A ATENDER A NECESSIDADE DA SECRETARIA DE ASSIS,76775,1,052016
201080,000212016,11,2016,2016-04-29 00:00:00,CONTRATACAO DE EMPRESA PARA O FORNECIMENTO DE MEDICAMENTOS INTEGRANTES DA FARMACIA BASICA.,161899,1,052016
201080,000222016,11,2016,2016-04-29 00:00:00,CONTRATACAO DE EMPRESA PARA O FORNECIMENTO DE MEDICAMENTOS DA FARMACIA HOSPITALAR E PSICOTROPICO.,91419.8,1,052016
201080,000232016,11,2016,2016-04-28 00:00:00,CONTRATACAO DE EMPRESA PARA O FORNECIMENTO DE MATERIAL MEDICO HOPITALAR.,111794.1,1,072016
201080,000242016,11,2016,2016-05-05 00:00:00,CONTRATACAO DE EMPRESA PARA CONFECCAO E FORNECIMENTO DE MATERIAL GRAFICO,20892.58,3,052016
201080,000252016,11,2016,2016-05-12 00:00:00,CONTRATACAO DE EMPRESA PARA O FORNECIMENTO DE MATERIAL ODONTOLOGICO.,107519.95,1,052016
201080,000262016,11,2016,2016-05-05 00:00:00,"CONTRATACAO DE EMPRESA PARA O FORNECIMENTO DE OXIGENIO M, DESTINADO A SECRETARIA MUNICIPAL DE SAUDE.",19360,1,052016
201080,000272016,11,2016,2016-05-05 00:00:00,CONTRATACAO DE EMPRESA PARA O FORNECIMENTO MATERIAL DE INFORMATICA.,132898,1,052016
201080,000282016,11,2016,2016-05-05 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTACAO DE SERVICO DE INTERNET POR LINK FULL DUPLEX(DEDICADO) DE 7 (SETE) MB,13410,1,052016
201080,000292016,11,2016,2016-06-24 00:00:00,"CONTRATACAO DE EMPRESA PARA SERVICOS DE LOCACAO DE VEICULOS,",57280,2,062016
201080,000302016,11,2016,2016-06-30 00:00:00,CONTRATACAO DE EMPRESA PARA O FORNECIMENTO DE (GENERO ALIMENTICIOS DESTINADOS A MERENDA ESCOLAR RECURSO PNAE) ITENS NAO ,27995,1,072016
201080,000312016,11,2016,2016-07-14 00:00:00,CONTRATACAO DE EMPRESA PARA CONFECCAO DE PROTESES DENTARIAS PARA ATENDER AS NECESSIDADE DO MUNICIPIO ATRAVES DA POLITICA,543000,1,072016
201080,000372015,11,2016,2015-11-10 00:00:00,"CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE REFEICOES TIPO ""SELF SERVICE"" SERVICO PRESTADO NA CIDADE DE CAMPINA GRANDE",18992,1,082016
201080,000382015,11,2016,2015-12-07 00:00:00,CONTRATCAO DE EMPRESA PARA CONFECCAO DE PROTESES DENTARIAS PARA ATENDER AS NECESSIDADES DO MUNICIPIO ATRAVES DA POLITICA,85260,1,082016
201080,000392015,11,2016,2015-12-02 00:00:00,"CONTRATACAO DE EMPRESA PARA LOCACAO E USO DE SOFTWARES PARA GERENCIAMENTO DE DADOS DA ADMINISTRACAO, SOFTWARE DE CONTABI",35820,2,082016
201081,000012016,8,2016,2016-04-26 00:00:00,"PRESTACAO DE SERVICOS TECNICOS ESPECIALIZADOS NA AREA TECNICA E AUDITORIA, EM ATENDIMENTO AS DEMANDAS OPERACIONAIS DESTE",12000,1,052016
201081,000012016,13,2016,2016-04-13 00:00:00,O OBJETO DA PRESENTE CHAMADA PUBLICA E A AQUISICAO DE GENEROS ALIMENTICIOS DA AGRICULTURA FAMILIAR E DO EMPREENDEDOR FAM,161000,2,062016
201081,000022016,7,2016,2016-11-18 00:00:00,REFORMA DA FARMACIA BASICA DO MUNICIPIO DE GADO BRAVO.,12856.35,1,112016
201081,000022016,8,2016,2016-05-09 00:00:00,"PRESTACAO DE SERVICOS TECNICOS ESPECIALIZADOS DE CONSULTORIA E ASSESSORIA JURIDICA, EM ATENDIMENTO AS DEMANDAS OPERACION",2310,1,062016
201081,000032016,2,2016,2016-05-17 00:00:00,EXECUCAO DAS OBRAS DE REFORMA NA CRECHE MUNICIPAL LUZIA SANTOS DE ARAUJO E EM DIVERSAS ESCOLAS DA REDE PUBLICA MUNICIPAL,81600.65,1,052016
201081,000032016,8,2016,2016-04-20 00:00:00,PRESTACAO DOS SERVICOS TECNICOS ESPECIALIZADOS DE CONSULTORIA E ASSESSORIA NA AREA ADMINISTRATIVA E JURIDICA A COMISSAO ,22400,1,052016
201081,000042016,8,2016,2016-05-05 00:00:00,PRESTACAO DOS SERVICOS TECNICOS ESPECIALIZADOS DE ASSESSORIA JURIDICA A ESTE MUNICIPIO JUNTO AO TRIBUNAL DE CONTAS DO ES,24000,1,052016
201081,000062016,8,2016,2016-08-09 00:00:00,"PRESTACAO DOS SERVICOS ESPECIALIZADOS DE CONSULTORIA E ASSESSORIA EM ENGENHARIA CIVIL, EM ATENDIMENTO AS DEMANDAS OPERAC",11000,1,092016
201081,000072016,8,2016,2016-11-16 00:00:00,PRESTACAO DE SERVICOS ADVOCATICIOS ESPECIALIZADOS NA AREA FINANCEIRA OBJETIVANDO O RECEBIMENTO DE VALORES DECORRENTES DE,2456349.7,1,122016
201081,000232016,11,2016,2016-04-25 00:00:00,"CONTRATACAO DE EMPRESA PARA O FORNECIMENTOS DE PECAS E ACESSORIOS EM ATENDIMENTO A FROTA DE VEICULOS TIPO ONIBUS, CAMINH",329351.8,1,052016
201081,000262016,11,2016,2016-05-23 00:00:00,CONTRATACAO DOS SERVICOS TECNICOS ESPECIALIZADOS DE CONTABILIDADE PUBLICA - CONTADOR..,32200,1,052016
201081,000272016,11,2016,2016-06-07 00:00:00,EXECUCAO DE SERVICOS TECNICOS ESPECIALIZADOS NA AREA ADMINISTRATIVA.,9000,1,052016
201081,000302016,11,2016,2016-06-16 00:00:00,"AQUISICAO DE MATERIAL ELETRICO, MEDIANTE SOLICITACAO PERIODICA E ENTREGA PARCELADA.",57589.25,1,052016
201081,000312016,11,2016,2016-06-14 00:00:00,CONFECCAO DE FARDAMENTO ESCOLAR E FUNCIONARIOS DA PREFEITURA.,71347.76,1,052016
201081,000322016,11,2016,2016-06-14 00:00:00,AQUISICAO DE MOBILIARIO E MATERIAL PERMANENTE.,125480,1,052016
201081,000342016,11,2016,2016-07-06 00:00:00,"AQUISICAO DE MATERIAL DE CONSTRUCAO, DIVERSOS, MEDIANTE SOLICITACAO PERIODICA, EM ATENDIMENTO AS DEMANDAS OPERACIONAIS D",104841.65,1,062016
201081,000352016,11,2016,2016-07-11 00:00:00,"PRESTACAO DOS SERVICOS DE TRANSPORTE DE ESTUDANTES, DA REDE PUBLICA MUNICIPAL E ESTADUAL DE ENSINO.",227370.22,20,062016
201081,000362016,11,2016,2016-07-08 00:00:00,"PRESTACAO DOS SERVICOS DE MANUTENCAO PREVENTIVA E CORRETIVA DE EQUIPAMENTOS DE INFORMATICA (REDE INTRANET E INTERNET, HA",7440,1,062016
201081,000372016,11,2016,2016-07-08 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA EM IMPLANTACAO E SUPORTE DE SISTEMAS INFORMATIZADOS PARA UTILIZACAO  NA PREFEITURA ,9804,1,062016
201081,000382016,11,2016,2016-07-28 00:00:00,"CONTRATACAO DE EMPRESA ESPECIALIZADA EM PRESTACAO DOS SERVICOS DE EXAMES LABORATORIAIS, EM ATENDIMENTO AS DEMANDAS DA SE",160733,1,072016
201081,000422016,11,2016,2016-08-19 00:00:00,CONTRATACAO DE EMPRESA PARA O FORNECIMENTO DE PECAS E ACESSORIOS EM ATENDIMENTO A FROTA DE VEICULOS DE PASSEIO TIPO FIAT,236753.4,1,082016
201081,000432016,11,2016,2016-08-19 00:00:00,AQUISICAO DE MOCHILAS E ACESSORIOS ESCOLARES DESTINADOS AOS ALUNOS DA REDE MUNICIPAL DE ENSINO.,42272,1,082016
201081,000442016,11,2016,2016-08-31 00:00:00,"PRESTACAO DOS SERVICOS DE LOCACAO DE SOFTWARES E PROCESSAMENTO DE DADOS,EM ATENDIMENTO AS DEMANDAS OPERACIONAIS DESTE MU",8250,1,082016
201081,000452016,11,2016,2016-09-28 00:00:00,"PRESTACAO DOS SERVICOS DE MANUTENCAO PREVENTIVA E CORRETIVA NOS EQUIPAMENTOS PARA CONSULTORIO DA SECRETARIA DE SAUDE, CO",61314,1,092016
201081,000472016,11,2016,2016-10-26 00:00:00,"CONTRATACAO DE EMPRESA PARA AQUISICAO DE URNAS FUNERARIAS E PRESTACAO DE SERVICOS FUNERARIOS, INCLUINDO TRANSLADO PARA A",165000,1,112016
201081,000482016,11,2016,2016-11-30 00:00:00,"AQUISICAO DE TRES VEICULOS AUTOMOTIVOS DE FABRICACAO NACIONAL, SENDO UM TIPO PICAPE PARA TRANSPORTE DE MERENDA ESCOLAR P",79400,1,112016
201081,000632013,10,2016,2013-06-03 00:00:00,Aquisicao de veiculos de transportes escolar diario de estudantes da educacao basica das redes  Publicas de Ensino nos,211500,1,062016
201082,000022016,7,2016,2016-02-03 00:00:00,CONTRATACAO DE EMPRESA NO RAMO PERTINENTE PARA FORNECIMENTOS DE APARELHOS DE AMPLIACAO SONORA INDIVIDUAL DA SENHORA JOSE,7980,1,032016
201082,000032016,2,2016,2016-06-09 00:00:00,"CONTRATACAO DE EMPRESA PRESTACAO DE SERVICOS NA EXECUCAO NA CONSTRUCAO DE UM MURO DE ALVENARIA, COM A FINALIDADE DE PROP",62014.99,1,062016
201082,000042016,2,2016,2016-07-08 00:00:00,"CONTRATACAO DE EMPRESA PRESTACAO DE SERVICOS NA EXECUCAO NA CONSTRUCAO DE UMA CRECHE PRO INFANCIA  TIPO 2, NA RUA PROJET",1183856.76,3,072016
201082,000052016,2,2016,2016-07-18 00:00:00,CONTRATACAO DE EMPRESA PARA IMPLANTACAO DE SISTEMA DE ABASTECIMENTO DAGUA E INSTALACAO DE POCOS C/ ADUTORA E CHAFARIZ NA,372342.55,2,072016
201082,000052016,7,2016,2016-04-13 00:00:00,CONTRATACAO DE EMPRESA NO RAMO PERTINENTE PARA FORNECIMENTO DE MATERIAIS NECESSARIOS PARA A REALIZACAO CIRURGICA NO PACI,8196,1,052016
201082,000062016,7,2016,2016-05-09 00:00:00,CONTRATACAO DE EMPRESA NO RAMO PERTINENTE PARA OS SERVICOS DE MAO DE OBRA NA RECUPERACAO DA COBERTURA METALICA DO GINASI,14840,1,052016
201082,000072016,3,2016,2016-08-12 00:00:00,CONTRATACAO DE EMPRESA(S) NO RAMO PERTINENTE PARA PRESTACAO DE SERVICOS DE MAO DE OBRAS NA RECUPERACAO DE 05 (CINCO) GIN,35140,3,092016
201082,000072016,7,2016,2016-05-12 00:00:00,CONTRATACAO DE EMPRESA NO RAMO PERTINENTE PARA OS SERVICOS DE MAO DE OBRA NA RECUPERACAO DAS PAREDES / SERVICOS DE ALVEN,13150,1,052016
201082,000082016,3,2016,2016-08-18 00:00:00,CONTRATACAO DE EMPRESA(S) NO RAMO PERTINENTE PARA PRESTACAO DE SERVICOS DE MAO DE OBRA EM DIVERSAS OBRAS DO MUNICIPIO DE,140182.5,3,082016
201082,000082016,7,2016,2016-06-10 00:00:00,"AQUISICAO DE UMA PINTURA ACRILICA SOBRE TELA, DENTRO DOS PARAMETROS NAIF, MEDINDO 2,00 X 2,00 M, INTITULADA DE CURIMATAU",10000,1,062016
201082,000092016,7,2016,2016-06-21 00:00:00,CONTRATACAO DE EMPRESA NO RAMO PERTINENTE NOS SERVICOS DE MAO DE OBRA PARA CONSTRUCAO DE MURO DE ARRIMO NA RUA EQUADOR N,7621.36,1,062016
201082,000102016,7,2016,2016-06-22 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA PARA REALIZACAO DE PROCEDIMENTO CIRURGICO NA UTILIZACAO DE 06 (SEIS) ESPIRAIS DE PL,5280,1,062016
201082,000112016,7,2016,2016-06-22 00:00:00,"CONTRATACAO DE EMPRESA NO RAMO PERTINENTE PARA SERVICOS DE MAO DE OBRA NO POLIMENTO DO PISO EM GRANILITE DO GINASIO ""O Z",4921.4,1,062016
201082,000122016,7,2016,2016-07-26 00:00:00,CONTRATACAO DE EMPRESA NO RAMO PERTINENTE PARA FORNECIMENTO DE MATERIAIS NECESSARIOS PARA A REALIZACAO DE PROCEDIMENTO N,13710,1,072016
201082,000132016,7,2016,2016-08-04 00:00:00,CONTRATACAO DE EMPRESA PARA SERVICOS DE MAO DE OBRA NA PINTURA DA FACHADA E SALAO DE ENTRADA DA SEDE DA PREFEITURA MUNIC,12151,1,082016
201082,000142016,7,2016,2016-08-08 00:00:00,"CONTRATACAO DE EMPRESA PARA CONFECCAO DE PROTESE PARA AMPUTACAO TRANSTIBIAL, COM SUSTENTACAO ATRAVES DO LINER E JOELHEIR",6200,1,082016
201082,000142016,8,2016,2016-05-02 00:00:00,"CONTRATACAO DE EMPRESA DE MUSEOLOGIA E ARQUITETURA, PARA PRODUCAO E CURADORIA DO MUSEU DE ARTE POPULAR, MUSEUS DE ARTE N",36000,1,052016
201082,000152016,7,2016,2016-08-12 00:00:00,CONTRATACAO DE MEDICO(S) PARA CONSULTAS EM DIVERSAS ESPECIALIDADES A SEREM REALIZADOS NA POLICLINICA AUGUSTO DE ALMEIDA ,115200,1,082016
201082,000152016,8,2016,2016-05-19 00:00:00,"PRESTACAO DOS SERVICOS TECNICOS CONTABEIS JUNTO A FARMACIA BASICA POPULAR DO BRASIL, NESTE MUNICIPIO DE GUARABIRA ATE DE",11600,1,052016
201082,000162016,7,2016,2016-08-10 00:00:00,CONTRATACAO DE EMPRESA NO RAMO PERTINENTE PARA ELABORACAO DE PROJETO ARQUITETONICO DO MERCADO POPULAR FREI DAMIAO COMPOS,14850,1,082016
201082,000162016,8,2016,2016-06-10 00:00:00,"CONTRATACAO DE ESCRITORIO DE ADVOCACIA PARA PRESTACAO DE SERVICOS JURIDICOS ""AD EXITUM"" NA IDENTIFICACAO, APURACAO, LEVA",1,1,062016
201082,000172016,7,2016,2016-09-05 00:00:00,"CONTRATACAO DE PROFISSIONAL PARA PINTURA EM CERAMICA, MEDINDO 2,04X4,08 M, COM TINTA DE CERAMICA LOCALIZADA NA ENTRADA D",12000,1,092016
201082,000172016,8,2016,2016-06-13 00:00:00,"CONTRATACAO DA BANDA ""LUIS MARCELO E GABRIEL"", PARA SE APRESENTAR NA TRADICIONAL FESTA DE SAO PEDRO, NO DIA 28 DE JUNHO ",15000,1,062016
201082,000182016,7,2016,2016-09-19 00:00:00,CONTRATACAO DE PROFISSIONAL NO RAMO PERTINENTE PARA SERVICOS DE MAO DE OBRA NA CONSTRUCAO DE MURO DE FECHAMENTO DA CRECH,7850,1,092016
201082,000182016,8,2016,2016-06-14 00:00:00,"CONTRATACAO DA ATRACAO ""BANDA ENCANTUS"", PARA SE APRESENTAR NA TRADICIONAL FESTA DE SAO PEDRO, NO DIA 29 DE JUNHO DE 201",20000,1,062016
201082,000192016,7,2016,2016-09-27 00:00:00,CONTRATACAO DE MEDICOS(S) PARA CONSULTAS EM DIVERSAS ESPECIALIDADES A SEREM REALIZADAS NA POLICLINICA AUGUSTO DE ALMEIDA,104830,1,092016
201082,000192016,8,2016,2016-10-27 00:00:00,PRESTACAO DE SERVICOS DE ATENDIMENTO MEDICO / HOSPITALAR ESPECIALIZADO EM EXAMES DE MAMOGRAFIA COM UNIDADE MOVEL PARA AT,9900,1,102016
201082,000202016,7,2016,2016-09-28 00:00:00,"CONTRATACAO DE PROFISSIONAL NO RAMO PERTINENTE PARA SERVICOS DE MAO DE OBRA DA PINTURA DO MERCADO NOVO, LOCALIZADO NO CE",7150,1,102016
201082,000202016,8,2016,2016-11-23 00:00:00,"PRESTACAO DOS SERVICOS TECNICOS PARA ASSENTAMENTOS DOS CASAMENTOS QUE SE REALIZARAO NO DIA 24 DE NOVEMBRO DE 2016, REALI",27320,1,112016
201082,000482016,11,2016,2016-04-04 00:00:00,AQUISICOES DE PORCELANATOS E OUTROS PARA O CENTRO DE ATIVIDADES EDUCACIONAIS - CASARAO DA CULTURA,33893.1,1,042016
201082,000532016,11,2016,2016-05-05 00:00:00,AQUISICAO PARCELADA DE EMULSAO ASFALTICA DO TIPO RM-1C E RR-1C,108000,1,052016
201082,000552016,11,2016,2016-05-26 00:00:00,AQUISICOES PARCELADAS DE MATERIAIS PERMANENTES COMO ELETRODOMESTICOS E ELETRONICOS DIVERSOS PARA MELHOR ATENDER AS NECES,372281,3,052016
201082,000562016,11,2016,2016-06-03 00:00:00,CONTRATACAO DE MEDICO(S) PARA CONSULTAS EM DIVERSAS ESPECIALIDADES A SEREM REALIZADOS NA POLICLINICA AUGUSTO DE ALMEIDA ,139640,2,062016
201082,000572016,11,2016,2016-05-27 00:00:00,AQUISICOES PARCELADAS DE MOVEIS DIVERSOS PARA O MELHOR FUNCIONAMENTO DAS ATIVIDADES ADMINISTRATIVAS MUNICIPAL,168388,5,052016
201082,000582016,11,2016,2016-05-30 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTACAO DE SERVICOS EM LIMPEZA DE FOSSAS E OUTROS SERVICOS CONFORME TERMO DE,120000,2,052016
201082,000592016,11,2016,2016-06-01 00:00:00,LOCACOES DE TRANSPORTES DIVERSOS PARA MELHOR ATENDER AS NECESSIDADES DA ADMINISTRACAO MUNICIPAL,35700,3,062016
201082,000602016,11,2016,2016-06-02 00:00:00,CONTRATACAO DE EMPRESA PARA CONFECCOES DE CAMISAS DIVERSAS PARA MELHOR ATENDER AS NECESSIDADES DA ADMINISTRACAO MUNICIPA,30200,4,062016
201082,000612016,11,2016,2016-06-03 00:00:00,AQUISICOES PARCELADAS DE TECIDOS DIVERSOS E OUTROS PARA UTILIZACAO NOS FESTEJOS E EVENTOS A SEREM REALIZADOS PELA ADMINI,173765,2,062016
201082,000622016,11,2016,2016-06-17 00:00:00,AQUISICOES PARCELADAS DE OCULOS COM ARMACOES DIVERSAS PARA ATENDIMENTO DA POPULACAO DO MUNICIPIO DE GUARABIRA,411789,2,062016
201082,000632016,11,2016,2016-06-28 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA PARA SERVICOS DE MAO E OBRA EM SOLDA ELETRICA E OUTROS EM VEICULOS DA ADMINISTRACAO,134400,1,062016
201082,000642016,11,2016,2016-06-28 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTOS DE PECAS/ACESSORIOS E SERVICOS DE MAO DE OBRA EM RELACAO AO AR C,273000,1,062016
201082,000652016,11,2016,2016-06-27 00:00:00,CONTRATACAO DE EMPRESA(S) PARA LOCACAO DE ARMACAO DIVERSA PARA OS FESTEJOS DE SAO PEDRO NO BAIRRO DO NORDESTE NOS DIAS 2,16290,1,062016
201082,000662016,11,2016,2016-07-05 00:00:00,AQUISICOES PARCELADAS DE MATERIAIS ELETRICOS PARA MANUTENCAO E DO MELHOR FUNCIONAMENTO DOS DIVERSOS SETORES DA ADMINISTR,855995.61,2,072016
201082,000672016,11,2016,2016-07-11 00:00:00,AQUISICOES PARCELADAS DE CADEIRAS DE RODAS E OUTROS,73091,7,072016
201082,000682016,11,2016,2016-09-13 00:00:00,CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE REPAROS / MANUTENCAO DOS EQUIPAMENTOS INSTALADOS NAS UNIDADES DE SA,200780,2,092016
201082,000692016,11,2016,2016-07-26 00:00:00,AQUISICOES PARCELADAS DE TUBULACOES PARA DRENAGEM / OUTROS EM PONTOS DIVERSOS DA CIDADE,208800,1,072016
201082,000702016,11,2016,2016-08-01 00:00:00,CONTRATACAO DE EMPRESA PARA REALIZACAO DE EXAMES DIVERSOS,216760,3,082016
201082,000712016,11,2016,2016-08-04 00:00:00,AQUISICOES PARCELADAS DE MATERIAIS DIVERSOS PARA RECUPERACAO / MANUTENCAO / REFORMA DE EQUIPAMENTOS DE PREDIOS PUBLICOS ,35394,2,082016
201082,000722016,11,2016,2016-08-30 00:00:00,AQUISICOES DE PARQUES INFANTIS PARA INSTALACAO EM DIVERSOS PONTOS DA CIDADE,71950,2,082016
201082,000732016,11,2016,2016-10-04 00:00:00,CONTRATACAO DE EMPRESA (S) PARA REALIZACAO DE EXAMES DIVERSOS PARA MELHOR ATENDER AS NECESSIDADES DA POPULACAO,59218,1,102016
201082,000742016,11,2016,2016-12-01 00:00:00,"CONTRATACAO DE EMPRESA NO RAMO PERTINENTE PARA PRESTACAO DE SERVICOS TECNICOS ESPECIALIZADOS EM ENGENHARIA, ARQUITETURA ",124850,2,122016
201082,000752016,11,2016,2016-11-23 00:00:00,"AQUISICOES DE SALGADOS E LANCHES DIVERSOS COM ESPACO, PARA ATENDIMENTO AO CASAMENTO COLETIVO REALIZADO PELA ADMINISTRACA",12000,1,112016
201082,100742016,11,2016,2016-09-20 00:00:00,"AQUISICOES DE KITS DE ENXOVAL PARA RECEM NASCIDOS, PARA SEREM ENTREGUES AS MAES, PERTENCENTES AS FAMILIAS RECONHECIDAMEN",18440,1,112016
201083,000022016,2,2016,2016-05-11 00:00:00,OBRA CIVIL PUBLICA DE AMPLIACAO DO MURO DE CONTORNO DO CEMITERIO DO MUNICIPIO DE GURINHEM.,49857.45,1,052016
201083,000022016,11,2016,2016-03-08 00:00:00,EVENTUAL AQUISICAO DE FRUTAS E VERDURAS DESTINADAS A MERENDA ESCOLAR E DEMAIS PROGRAMAS MUNICIPAIS.,98501,1,032016
201083,000032016,2,2016,2016-06-17 00:00:00,OBRA CIVIL PUBLICA DE REVITALIZACAO DA PRACA CENTRAL DO MUNICIPIO DE GURINHEM.,257688.74,1,062016
201083,000032016,8,2016,2016-03-09 00:00:00,"CONTRATACAO DE SERVICOS TECNICOS ESPECIALIZADOS EM CONTABILIDADE PUBLICA, ASSESSORIA E CONSULTORIA TECNICA NA ELABORACAO",66000,1,032016
201083,000032016,12,2016,2016-06-10 00:00:00,CONFECCAO DE MATERIAIS GRAFICOS DESTINADOS A MANUTENCAO DAS ATIVIDADES DAS SECRETARIAS MUNICIPAIS.,285234.9,1,062016
201083,000042016,2,2016,2016-06-07 00:00:00,"OBRA CIVIL PUBLICA DE CONSTRUCAO DE PAVIMENTACAO EM PARALELEPIPEDO, MEIO FIO E DRENAGEM EM DIVERSAS RUAS DO MUNICIPIO DE",249022,1,062016
